AUTHOR	UUIDS	PMIDS	PI	NUMPAPERS
Bosnell R	4144d73e-dd5e-3f7e-8b58-b2500d1ba5ed	20533562,18053746,20211265	0	3
Bosnell RA	c0d4b76c-86b7-3a1b-ae6c-89be1c0f39c0	22155982	0	1
Bossa M	416fc644-de48-3b71-9844-7560c1d9fb48	21216295	0	1
Bossaerts P	e0e2fd42-e7b4-3dd7-99a5-cc460d7e10a9	21943609,18375146	1	2
Bosshardt S	4bbc0bb2-82aa-3c4b-af95-15154bff98a3	15882649	0	1
Bossuyt A	08dc9028-b14d-30e1-a7b9-3af648af8d50	20452398,21549637,19679112,22465843,22929607	0	5
Bostan AC	abbda5b6-8e31-310f-b549-25dca39644ba	16863693,18511304	1	2
Bostwick M	21f5188a-75d9-3c5b-ac2e-7f18ca6024f0	19003956	0	1
Botanov Y	89f15a0d-15e2-35b4-82d3-695ead0b4650	19641623	0	1
Bote B	049f9352-6538-3c10-9956-3c3eae25efaa	20832256	1	1
Botet F	f8aeed86-991c-33a1-88da-2e5d1e60c7ba	16809052,15784435	0	2
Both S	4bba7935-b662-31a4-ada8-0ebe71755772	22645252	0	1
Botteron KN	21888101-4daf-3cf6-8621-6a10ae95d5d9	22770650	0	1
Bottger M	7afce41e-96ff-3497-894f-060be31a4567	19957268	0	1
Bottger S	87cc8f65-676d-3386-ab2a-132767d17160	20678494	0	1
Bottini G	52f11a8a-3405-3c93-bd00-541a7f9fdb9b	22736513	0	1
Bottino CM	39ac0578-1d3e-3967-bc54-d7987ef6ea8f	20031272	1	1
Botvinick M	9507fcef-397d-3f20-bc98-60df231a4b5a	15734365,23536092	0	2
Botzung A	2201cc14-760e-34f0-97a6-93c0db902049	20147540,17881109,16959412,16879842,16492377	0	5
Boubela RN	44eee92a-4e61-36e5-987a-69a20b3f495e	23266702	0	1
Boucart M	d99eda11-320c-375c-b48f-68eff7d2ee04	15178176	1	1
Bouchet F	9769c8b1-5a08-3cfa-927d-52af6c8d225a	16885204	0	1
Boucquey V	db8dd941-968e-3aa0-9bd6-796dbcd9f646	21172320,22138427	0	2
Boudehent C	096b988a-0319-3e70-9bed-7cff0242fc3d	23838052	0	1
Boudrias MH	baf84411-b67f-39c6-a58a-7540faf765a4	22119651,21036949	0	2
Bouffard M	4f5cc5ee-69fd-336f-92af-0c4d80171005	16460968	1	1
Bougerol T	546134d7-14c4-36d3-a3a7-bca635ea4377	24156926,21955370	1	2
Bouhassira D	45edbdfc-cebb-3842-bf89-ec486680de1a	17512757,16434417	1	2
Bouix S	4f021715-a674-3bde-ac21-9b240c5ae96f	21924364	0	1
Boujraf S	16f2d9ee-15c2-3aac-a6c7-cae6742a5427	16624584,16761271	0	2
Boulanouar K	882924f3-edfe-3dd9-9024-0beca4a2953d	18778780,19527788	0	2
Boulay L	dc48543a-bfee-36c3-8f3e-3cc083d11010	17291724	0	1
Boulay LJ	484bdef5-0dfe-3640-973b-32e4879c650a	16143498	0	1
Boulby PA	106f9360-b645-3dc8-99a3-751e8074c2c9	16632380,15927485,17400477	0	3
Boulenger V	36d50fef-ce04-381f-82c5-afa1df214a6f	22100772,19068489	0	2
Boulinguez P	7b50999a-e532-363a-b120-d8fc820bd659	18588986,17894934	1	2
Boumans T	e6f91a20-ca7f-3174-8ac0-88680708b056	19228978	0	1
Bountra C	80ac7d07-bcfc-3ee5-95c4-866a72b1ff66	16679031	0	1
Bourdin B	91fc9f0e-b401-3275-8da9-045433be8f6d	18423328	0	1
Bourgeat P	70c98ca9-64dd-39e5-9d55-8a82fbb1a42f	20739349	0	1
Bourgeois M	d942a55a-8154-3be8-8398-4654c5cecc27	15006669,15325384	0	2
Bourgouin P	e48dc448-b115-377b-8565-2d8a007e3036	16143498	0	1
Bourguignon M	e9f26b08-ab8c-32e5-81b3-998da339f163	23313569,21963911	0	2
Bourke P	9dea73c3-e164-3cbe-80f3-3d857395ac59	23892109	0	1
Bourne VJ	e8803a35-9384-36ae-9d9e-3c29191fe563	18395472	0	1
Bourque J	4881c7db-ef06-37ad-8a90-21f0776304ce	23906663	0	1
Bourret S	8e26ca0b-fd4d-3a5e-8bf7-af185ee30bfb	23097317	0	1
Bours V	c48a27c9-47ed-360e-a961-f06fac492553	23859480,23761912	0	2
Bourzeix JC	ddb19f3d-076e-3a51-a236-f1d49676054b	16885204	0	1
Boussaoud D	0e23b894-8f0a-3342-b6ec-f8c09f0418ad	18588987,21664278,24040104	1	3
Bousser MG	bb8ad818-a1e1-3dd3-a45d-fbaedee8aedd	20149485	0	1
Boutellier U	5fb29bb4-b889-36e9-aa7a-f26598198f77	21154789	0	1
Boutla M	3eeb6df7-879f-3d9a-96f0-0512a3e1afb6	18245041	1	1
Bouvard M	8fa15235-2b58-3422-a8e9-ab990f1c953e	20644633	0	1
Bouvier S	b081c6f9-f711-352a-89b5-dbfbb80d166c	23761907	0	1
Bove M	52eec7e0-f981-3a48-a095-d3eddce4f870	23063450	1	1
Boven E	0d3bf992-7136-3238-a446-6b2da362656e	20669165	0	1
Boveroux P	9e11fe61-a4b9-336a-9ba3-95fedac08ead	19350563	0	1
Bovi P	853c9b06-0913-36e8-8388-dc1ceae2a291	21741301	0	1
Bower JM	a96950cb-aa7f-32cb-87f1-44ee21516b78	15846816,12599279	1	2
Bowman CR	5383a340-b27c-3125-8262-6464a517cf77	22001165,24094578	0	2
Bowman FD	49bc9872-fb6b-3a01-85c4-82afa2bbea88	16568419	0	1
Bowtell R	a0fc4fc1-2a79-3e85-94d5-551a800b17b4	18950717,18346913,19049883,20668275,22711646,21763774	0	6
Bowyer SM	4cfcdde3-bbf2-34ac-9f36-6f47a70a833a	18952070	0	1
Boxer AL	2d18fa32-b514-3038-9c70-ae774cb4b8bd	16763044,21215762	0	2
Boy C	f491d77c-8ea6-3ca5-adda-0103239d24a6	17138596	0	1
Boy NP	20418c9d-1d65-3a84-bfae-698e10eaedf5	19433437	0	1
Boy S	76fca528-5c01-3744-8ed6-3c0f2d5697d8	19631756,18434200	0	2
Boyce A	4bc22f64-4d07-3f4d-9b71-5a9497524b9b	16139806	0	1
Boyce WT	a3514851-0c13-3da4-974b-1302af34f1dc	22563395	1	1
Boyd H	83851e04-50df-3abf-bd18-1e0b7c5933bf	22956669	0	1
Boyd LA	e9c8a544-bbc7-3e9d-a8e1-02a7efe33c7b	15464351,20725908	1	2
Boyd SG	403cdfa3-7e47-3750-aa85-d0acdd67e393	15069021	0	1
Boyd SJ	3210ea44-cb57-3440-8c9c-f9f36ee94db4	20579973,15953495	0	2
Boyer P	06418a47-a0e8-3797-a86e-c75c9450bfac	23352276	1	1
Boyke J	64c71c25-65e9-3dd5-a916-a1637ddb4fd4	18648501,18614670	0	2
Boyle HK	39e886aa-69af-35f9-9aac-c39140ce1880	20888110	0	1
Boyle JA	9c4129f7-117a-3523-9a82-84231d470991	17934190,22594914	0	2
Boynton GM	c07b4aa9-d632-3502-9ff4-bcc5fa9515d3	17640530	1	1
Bozic M	3a69ad37-43be-31a3-a74a-37a1b9998b3b	22541369	0	1
Bozzali M	c04837c4-7f65-32c7-a186-f1d707b3d477	20842749,19880216,21983184,16919479,19188005,23285136,21677180,21520352	1	8
Bozzao A	9a49c427-f50b-3c68-bdd8-c4d75143e86a	22331654	0	1
Bozzao L	1a686955-26d8-330f-9636-ae064dbd78af	15901646,12077009,15006652	0	3
Braams BR	75a6778b-a862-3ee2-b427-e99fb2a030b0	23720575	0	1
Bracci S	93d3e9c3-c18b-3f78-bf20-9b84cbd109db	20393066,22131379	0	2
Bracewell RM	65b5157e-faa4-3755-8a61-2f5a31a94e22	21940605	0	1
Bracha V	4bac02f9-c5f7-3da2-a798-485b2532d45c	23729474	0	1
Brackett MA	15178210-eb15-3bac-9125-162b72b04328	17331743	0	1
Bradac GB	24504b5d-3fd3-310d-9d72-0dc37a5a00bd	17005420,21546219,21461742	0	3
Bradford DE	16227e00-132c-3e4d-8f2a-dde84711c2ce	23748500	0	1
Bradley B	a2d8b3ae-6564-31bd-bfc0-51eaa1a590be	22414937,23020899	0	2
Bradley BP	b68902a8-b35f-3427-a99a-e7bd42866a88	20493234,19631626	0	2
Bradley E	b55cacfb-9077-3c9a-8eb1-f46b7e6a8f09	17359923	0	1
Bradley KA	ab628b2c-2d92-3f5d-80c1-c710e6fe47ed	23194816	0	1
Bradley MM	cb9ae728-2d08-3757-9579-e30db49889d3	20127869,21954087	1	2
Bradshaw J	768da02b-e629-3a5e-8aca-36abe7e65d4d	22771856,17321554	0	2
Bradshaw JL	fa92b84b-7e5f-3744-bf8d-570923835abb	19107752	0	1
Brady KT	289282f0-e74e-3f1f-a67d-9d44a4130a89	21790899	1	1
Braem S	551a6662-6292-3903-b0f5-2f2d91da061c	24155301	0	1
Braga RJ	ca1f334c-792f-3317-bab7-86c894eb35ca	23036958	0	1
Braga RM	a268cd21-887a-38ad-a272-e5440d7b5bcb	23986239,23435206	0	2
Bragulat V	112b8ff9-d139-350e-a47c-50a1fcec6293	17306513,22227139	0	2
Brahmbhatt S	d6c2e7e4-84ec-35ce-a9a0-d3d9c5809f9a	17112745	0	1
Brahmbhatt SB	b54bba0b-9dd7-3358-a4d9-a384616bacdc	16842976,18177676,20659432	0	3
Brakowski J	853a1cf5-77df-396d-b760-e5144e804cba	23887820	0	1
Bramati I	b405b7e9-7962-3b69-a466-40a37429d03c	22378892	0	1
Bramati IE	eb4b9c05-73c8-3c86-9513-2e522b5e103a	20728544,18289882,22956840,23223295	0	4
Brambati S	d0330353-0535-3431-bcb8-e01fbecdb3d4	12811733	0	1
Brambati SM	5befea47-5277-395b-9881-648e5a2453ca	19022856,20600979,22776455,17554002,22361167,16934234,18077688,17604879,17350290,16639742,19428421	1	11
Brambilla P	b683e8ef-92b3-3fa4-8907-ae6470d203dd	21484952,20926068	1	2
Bramen JE	36538e88-5a5f-3b48-8ea7-79ab37bfdbe8	21040792	0	1
Brammer M	a43675d3-e386-332d-9496-decdc9d2b1fd	17358019,15854792,20816974,21799807,17538951,21300162,23731741,23714265,19726660,18061310,21664605,22479499,17604649,23281064,10388796,17686634,16683265,19580877,15038006,15884023,20553738	1	21
Brammer MJ	fc8b3b9a-65e8-3af2-b610-13ae5d24bf6f	15993859,23932225,18588543,15966001,18282770,21767555,17400195,17601497,17363278,18249420,19777552,20702694,15275917,19467990,20042233,16650777,21391269,17306771,17080435,16084858,15013826,17585887,20950283,17949689,19457393,16284946,21391250,23048018,19479729,19683584,16337816,12953304,12112764,19457392,16043128	1	35
Bramon E	774faa96-4349-3cb0-abfc-517d8c4f1fd6	20688479,21129489,19530219,22438288,19479729	0	5
Branch CA	c85188c1-0761-3d0c-9fdf-5a09461f6c5e	22917951,18804959	0	2
Brancucci A	8a92cba7-7b33-31a5-8b0c-ba11dd8c1287	22090489	0	1
Brand G	450bd584-7a66-38d2-8083-4423c4832563	18330871	0	1
Brand H	3888da0a-a189-3d7b-895f-e8f83f410555	15787715	0	1
Brand J	11d98c67-11d0-3b27-a037-3352e01ff185	17574821	0	1
Brand M	90f75513-f32a-3c5a-96de-f209b52f9aad	23428568	1	1
Brandeis D	caad36a3-8b5a-37c1-8a70-35c344b3fbf6	23973408,21349336,22792176,20421978,16624584,19501603,21040695,20934519,16257546,16761271,20600985,24005303,19433099,19288464,21802519	1	15
Brandel MG	17e1ce16-caa9-358e-96e8-ed24a0c2d5b4	21945849	0	1
Brander C	46d88618-1c2f-385e-acae-cad3924b516e	20087840	0	1
Brandt A	fae2a340-7ea4-3fd0-86d7-b8b78dfbd2c8	23000255,20164353	0	2
Brandt J	20f3d7d5-5bf6-3f51-8b1f-dfc63dbe2d2c	16199141	0	1
Brandt M	4e3a8757-783a-35b9-9bfb-68fb28127792	22406281	0	1
Brandt T	db0b7232-9a86-3f9a-81b1-9747324e117f	16080162,17919936,21051105,20034578,15878673,18029199,18321924,15050602,19100840,15955481,16005247,18417364,19766168	1	13
Braniecki SH	a1bdb3da-2697-3c25-a666-40dfaa8ea37c	12599275	0	1
Branning P	af8b66c2-40b0-38ef-bf3c-f3efadb6687d	18612380,19569071	0	2
Brannon EM	acd4fa2b-2906-398e-8883-2f099ba851bd	16594732,19027079	0	2
Brans RG	a92d6b82-a0aa-3bf9-b993-6d4f866362e3	16497519,20837502,20410105	0	3
Branski RC	42da2799-36a2-31b7-a30a-750e0ad332d2	18824236	0	1
Brashers-Krug T	e670571e-479c-3add-b3ed-d19d52c07e09	15246452	0	1
Braskie M	edf903e4-6fde-3864-bc64-56152573be24	20729396	0	1
Braskie MN	8b137a58-f8e0-370d-839a-629eb5c5307d	22401755,19703569,22806961,19507155,20578173	0	5
Brass M	594cc009-f5c3-3497-8549-15a7f39c692f	19303936,23314011,20624473,18773963,17715350,18072280,12183390,22766165,19072994,17681798,21273421,15846824,22902649,21140434,21391280,15488909,18783371,23384520	1	18
Brassen S	a9c02711-4755-39c7-8f4d-2f493edf0aac	18440493,16725214,18023505	0	3
Brattico E	bce30ad6-907c-3148-b4f2-15e480f3e251	22144968,22116038,22110619	1	3
Brauer J	6bc3d05a-b2ec-3aed-a308-8486e19421fb	22584229,19783579,21958650	1	3
Braun A	39174a87-47de-339f-bf47-d9e65b794248	15809000,20375250,18245041,21094525,19679192	1	5
Braun AR	8ecd7c19-1465-30dc-aa75-4586c5fd2402	18584959,21168395,15486986,19427907,18301756,16281285,19920058,19397900,16049190	1	9
Braun C	ae6cc5e4-c29a-3886-92c7-a3bcda4f8d64	12615644,16475178,22022589	0	3
Braun M	d84c0044-57be-3d0f-bade-5a1f555b295e	23645718	0	1
Braun PM	f0d524ba-aead-3d69-9c89-d1a6d216eed0	17293127	1	1
Braun S	7ee9d128-0aca-3516-9114-15f09712892b	19413945	0	1
Braun U	d93852f8-25ab-3f12-a7fa-2514b3bc4374	23484034	0	1
Braus DF	5814dc8e-1cb2-3ec1-89ea-da9d65203f7a	18440493,17029986,17617382,16950215,20044075,17010573,16725214,18023505,17178235,16882026	1	10
Braver T	de8a2f62-8a77-3d96-89d5-413950cd4a08	18854581,19397862	1	2
Braver TS	a9bb2d21-2336-303b-9629-799dfa29759c	20877464,20169080,19422920,19165335,23283347,20851194,17021168,15110735,15050572,15268921,11532889,18634891,22355309,16769743,22745498,21408006,15795135,16049191	1	18
Brawn TL	19059b4b-a4d5-383b-afd4-3736bdae4a21	17321554	0	1
Bray S	e970126d-8ac3-3788-9d80-968d6a1a1491	22711287,17626211,17303809,20200121,21441396,23721725	0	6
Brazdil M	88e692c1-0be5-3e34-9a86-509d67e7e7a4	18609565,15862229	0	2
Braze D	2e744dea-ebc0-39db-8b51-bb8167f593b9	20117764	0	1
Brazel AC	9997738d-e185-37bb-988c-d81f0af5736d	20739018	0	1
Breakspear M	da98aa0b-7f1e-35dd-bfa1-76a2bcdb961d	23245750	0	1
Brechmann A	3faf40e3-376a-37db-98b3-dfe41149be0b	22610479,20363336,23285070,22503936,20584747,23904492,22431327	1	7
Breckel T	a01a2685-3df4-3339-9eb5-80fb097a4381	23174429	1	1
Bredart S	b58dfff6-5d5f-3e62-b6f2-fe5c4e31b68d	17306235	1	1
Breeden AL	3ccdf107-0aa3-32f2-8c18-4752bda07d27	22110002	0	1
Brefczynski-Lewis J	64b2749e-79b8-3535-88c6-fc5f53b62468	18365029	0	1
Brefczynski-Lewis JA	de97cbbc-1372-3629-a938-8d36c0804c06	21305666	0	1
Brehmer Y	020406fa-1b65-3937-bb55-a3b65b2a8a22	21757013,19962789,20138255	0	3
Breimhorst M	e96b4742-ffc3-3f02-b4ea-4647a54afd44	20004250	0	1
Breitenstein C	c3620cc4-d000-3d5f-91ed-d8b6aee010af	19853041,15808996,18096407,19477281,20541018	0	5
Breiter H	aa0e2c71-d2ec-3ff9-ae41-c256fe298c50	22384048,15023577	0	2
Breiter HC	3e83cf29-fb42-32b7-ad19-0b39a2c698fb	22384048	0	1
Breland J	faf3d726-eac9-3521-a6e8-6cb1b2a47aeb	19858108	0	1
Brem S	31f65b1d-1085-3e8c-be31-7d8bcb5c4ab3	23973408,16624584,21040695,20934519,16257546,16761271,20600985,19433099,19288464,21802519	1	10
Bremmer F	3bebc9c6-8905-3f6f-b3d7-6bbda25d4d9f	15110020	0	1
Brendel B	077171f2-db39-3162-891f-b666550fa43d	18294683,20080191	0	2
Brennan C	a3e791e6-8f81-3520-b52e-b8c05b8c41a8	22815229,20884355	0	2
Brennan D	e0e21c7e-dcdd-38d7-8df5-9257b3136637	18342542	0	1
Brennan J	60b5445a-417c-3ace-b471-05a6480bcf42	20472279,16055311,16677830	0	3
Brennan L	3a19b26d-de43-31d3-98ae-d5d04ddbe135	21764567	0	1
Brenneis C	95696c35-9835-37b0-80aa-c887c42dc37a	16272163	0	1
Brenner LA	973aa3f7-f45a-3c6d-80a6-51e3b8aa3744	22495745	0	1
Brenninkmeyer J	51e2f027-23b8-3441-a039-cfb6d320e214	24099848	0	1
Brensinger C	4541a281-a6be-3602-b21c-f213269db330	20627130	0	1
Brent BK	a0c26f5a-b0d8-39d8-afd6-55ea88572041	20051318,23160817	0	2
Brent D	062c2e0c-3b69-3ede-bf6e-6f3bf95997a1	23158778	0	1
Brentari V	b5b38f88-12d6-36c7-95fb-1c12fa2fb90d	22047967	0	1
Bresciani JP	8a7a0889-7751-33f7-a243-84b31d74704c	21084453	0	1
Bresges A	c12674d4-71c8-341c-9124-1a0bff799397	19716404	0	1
Breslin P	1f7efe6d-ae50-3d60-b8e3-b9dccadef6e2	21305668	0	1
Bressan RA	e17d7eab-fecb-3e02-a6fb-87caeb8e9ee2	23403413	0	1
Bressler DW	53a88b40-5ec8-32f7-8e88-02b8c9a70892	23019246	0	1
Bressman S	c48e2cba-4700-3947-b401-f9a81ec94801	21515903,23357204	0	2
Bressman SB	31175234-58d6-35b2-a47a-a7287557d0db	19657027	0	1
Breton E	bfd6e666-79e9-36a0-96a8-da195f8a2634	22446298,19732838,21679770	0	3
Bretscher J	405fe3d2-d715-35c9-a389-35d46f699b38	23507387	0	1
Brett M	222fc553-577f-321f-bb33-e681767c6513	16624583	0	1
Brettschneider J	de003ed1-300f-3b29-8907-c9278b8e4920	23140891	0	1
Breuer F	02b846f9-3de1-319b-82c1-6349815b46ab	19328237	0	1
Brewer C	104cfcad-cea7-364d-a6be-a1995460bec1	22066003	0	1
Brewer JA	8981993d-8390-349d-b9fd-6e4f3f3a5359	18635157	0	1
Brewer JB	0cbb3d58-4028-338d-8054-28b229be5303	20667491,21248058,23295390	1	3
Brewer KD	b66bb163-994c-3dde-be45-07b0174eb6b9	20643213	0	1
Brewin CR	4cd2f5d6-17b6-3e8c-ad26-69c05cc505dc	23207576,18614265,22386970	1	3
Brezing C	3732d9e7-ae1b-3195-89b1-d2e676e42e4e	21596771	0	1
Breznitz Z	1ba75950-927a-3c79-a403-de8efd3c3f5a	20810879	0	1
Brezova V	61c43fdd-17b5-3adf-b398-575ce332bb87	22539820	0	1
Bria P	57b697cd-885b-3774-b580-770cdc97542d	19097861	0	1
Brian ES	99da2310-0f9a-30a8-9387-aa7329027c2d	23701693	0	1
Brice A	73670b9a-905c-3e38-87f1-66962d47be42	19696032	0	1
Briceno EM	787fa69a-27ed-33d0-bd27-122de8478717	23196633,17585888	0	2
Brickman AM	22035a70-ff84-3cdc-9fe0-0a082175e5cc	16469419,17329081,20808142,15885518,17587598,15990338,15949654,17574821	0	8
Bridge DJ	7455b410-ab0b-321d-abb3-969df82528f3	18992759	1	1
Bridge H	63ca9315-c78b-3c98-bcf7-0d23ad40f03f	23904613,19892766,22427328	1	3
Bridwell DA	efe4a088-6beb-3d6b-b902-6fcd2bee86c7	23266744	0	1
Brieber S	d17c2c18-0ab6-3957-93f1-0fcd10c7e735	17240169,20153764	0	2
Briellmann RS	e1020f57-7cf0-331e-a052-4f977a3d7f0e	18042496,14980573	0	2
Brien DC	3132e453-0265-3374-abe5-5825fbcbd3d0	22270353	0	1
Brier MR	0d446f20-10bf-3a44-b80b-66622222417e	22745490	0	1
Brierley B	427f8cb1-e1b0-3486-9b4a-d4f2a76abb6f	15854792	0	1
Briggs R	95127835-41a2-302d-a64b-67763852d07d	17147975	0	1
Briggs RW	4adc4ad3-cdc7-3c86-b1e7-e048f4160d78	15325357	0	1
Brighina F	7db0ff80-8d53-34ce-8272-d3039e371c5c	15961108	0	1
Bright P	05ce9439-f1eb-3e81-a03b-fbdc4ed02f3c	17251241,18395761	0	2
Brimson-Theberge M	97dc5f34-c612-3f72-a42f-965674d03672	22403154	0	1
Brindley R	4dd6c055-dbfc-3541-96a5-e012ecefb6eb	18485420	0	1
Brinkmeyer J	cdc6c7a1-cbe2-33ad-be97-2c52f85e4f08	20162596,19833154,19166948,23219044,23137805,20139014,18848631,19505583	0	8
Bristow D	416ad0ab-65c8-36f2-af5a-ee34e1e89ec0	15893941,15817510,18985119	0	3
Brito SA	5e6d1f8d-c88d-3832-a3fe-f57fada4c1c3	21467048	0	1
Brittain C	6ccba027-c2cf-3240-98bf-2147caa155dc	23009959	0	1
Britton B	e4feebfb-e62c-3ea4-b60d-236781c4002b	16842827	1	1
Britton JC	fd63db10-8ce1-39fc-9fa8-007a39724c96	16414281,14980580,20493234,19631626,16488159,19501653	0	6
Brizzolara D	1c2a24f9-ec35-35b2-b5ae-eeb89bb1be57	18267339	0	1
Brochet B	a94a51d8-6864-33e4-b2e1-9c693a979aac	18465748	1	1
Brock D	91f7edc6-8657-3502-9087-b1e27ba31675	21251646	0	1
Brock J	4982c985-20ee-399c-88f0-21cc265f26dc	23108270	0	1
Brocke B	386b6e82-f289-37dd-9e04-74ea9189a9dd	18206391	0	1
Brockmann K	5f9fa80e-99e7-33b7-9878-4142985d18bc	16760196,21311576	0	2
Brodaty H	19a32777-ba91-3bd3-bae5-ef421c456ecb	15050560,22902920,20595067	1	3
Brodersen KH	8798c85c-9c5a-394e-9540-cfc67fa22a60	23407973,24139048	0	2
Brodeur M	5dc3c038-7fb9-363d-a589-dca992c4bb61	15722212	1	1
Brodkin ES	6b587338-a1bf-3a2c-9df4-131d90c96d59	21764567,19858108,17481593	0	3
Brodoehl S	86ac7f6c-a6c4-3b65-9cc6-0ffd1b7c5139	22960258,22847930,22451353,21840344,21256231,23123141	0	6
Brodsky NL	66757933-d0d0-3719-b5b5-0cdb183926ae	19595774	0	1
Brody A	249b4586-eaa0-3b85-a93f-bc76029dc956	16038685	0	1
Brody AL	f6828fc5-13b8-339d-ac67-8e06f5daddad	17217932,22069452,16095568	0	3
Brody DL	abfe0eb3-3a4e-3ffb-986f-42386eea550f	23968735	1	1
Broglia P	8596887f-39b9-31ad-b2cc-0c14025ba811	16767772	0	1
Brohawn DG	d5fe12aa-7874-3c9d-8b60-01fe1cf79744	21980405	0	1
Brohr S	022402de-0110-35ad-9dbd-8fc7e26e2493	23660030	0	1
Broich K	2b5234d3-18a6-31c5-ad3e-16299b63010e	16043331	1	1
Brol B	204bd8e8-73d0-303e-be11-a37980df26ea	12477698	0	1
Bromberger B	968b504c-ba94-37a2-b4b0-2c4df86a990a	21391245	0	1
Bromiley A	58d7c65b-830c-3942-b70b-f9e524c45f0d	15927489,16987673,20674554	0	3
Bromm B	70bb8fbe-f5a4-3b8d-a436-d40761009786	12023321	0	1
Brooke A	367b6273-73e7-325d-828f-a88cf55cb44e	20980590	0	1
Brookes KJ	65f163d8-097c-36e2-9e50-ea9bb57c3561	18511306	0	1
Brookes MJ	0129f453-8e64-3cc3-a5a1-21fe2e4e910e	22036680,22569064,19049883,24048847	0	4
Brooks AM	47b7d034-27a2-33b8-a863-962f32832faa	22079448	0	1
Brooks J	0ff2fe6c-063c-35fa-ac1a-020b7cffd6b7	17409244,23273106,16679031	0	3
Brooks JC	650bf8e5-98c8-32a8-a5d8-e613e17e5489	15777865,15921936	0	2
Brooks JO 3rd	167172c9-6e44-37b5-9ccf-3c5cdf6b1cf9	21561743,19351579	0	2
Brooks S	f1381580-b9e0-3f9a-9a5b-21a48be3cea4	17604649,20553738	0	2
Brooks SJ	b5d8262c-7f55-381a-9263-a19717567a52	21799807,22479499,22001789,22290540	0	4
Brooks VB	5b5ea91e-62d1-3597-b532-be79f0a3cee9	15722208	0	1
Brooks WM	4c88fe36-c046-3d46-823a-99350cdb9f82	15993629,19918243	0	2
Brooks WS	9513006b-56bb-30da-9783-0f11c338dbc4	10775534	0	1
Broome M	7d76a65b-4bc1-3b8b-be3b-c8693f36d7ca	17358019,21129489	0	2
Broome MR	c40d4144-f4d1-36f2-b2cf-402d9ebfac67	20688479,19530219	0	2
Brosch M	ebc5bc2c-b6b4-3298-ac07-c8df7f2f7d88	23664954	0	1
Brosch T	d476fa08-ea16-3f4f-859e-499f9698c40c	23446840,21642352	0	2
Brotman MA	dad22d98-555e-3bae-9037-be66910cd114	23958598	0	1
Brouillet D	829a6338-6b72-3929-ab5f-d630789ae941	19643585	0	1
Broussolle E	ad165a06-6afc-37fd-8bea-b7631c1e637e	23097317	0	1
Brouwer RM	2e9f98c8-7aa7-3ed3-8eaa-79f01c9685ec	22155028,20837502,19294640	0	3
Brovelli A	f33bed44-3c7f-38ac-b905-47ff3fd761e9	18588987,21664278,24040104	0	3
Brown A	412dbe31-aaa4-3342-b909-d20348717d5d	21183160	0	1
Brown AA	d033fef6-7307-39ae-981a-b0c97a51d90e	23437284	0	1
Brown AB	b9571d5d-9cea-3c14-ae11-3c4538fdd77d	21596533	0	1
Brown AK	762e0dfa-09d0-3efe-89d7-9894cf516259	22623677	0	1
Brown C	020c4e04-8d58-387a-9481-823bfede2363	23933482	0	1
Brown CA	379d6564-f928-39f5-8d9c-190ca939e3db	18980863	0	1
Brown GC	673889d6-d8fb-30ea-b641-62400fe61038	18455372,19398308	0	2
Brown GG	04e0da58-3419-3f59-872c-734bcc873240	16263248,16434125,19434601,18055184,21924872	1	5
Brown J	a4ffe337-06c5-3147-ba19-51efde8c90c1	12507945,23618495	0	2
Brown JE	9ecc16da-b47e-3e3b-8cde-ccc1abff37a1	23246778	0	1
Brown JW	e34746ba-6d02-399c-b4aa-726291bf094a	21094259,23563962,22992491,20851194,20203206,22798339	1	6
Brown K	761b6666-6909-3e7c-9dc7-57aada7e20d1	18838100,23261640	0	2
Brown KJ	c55561a6-6632-3644-bff7-d2b4fbc414e3	15862214	0	1
Brown L	0b3bda24-390a-3a51-b4b1-c033ff4841ff	21229613,22902992	0	2
Brown LJ	83710282-130a-339c-8035-e72d8d5a4fdf	18687404	0	1
Brown LL	df183515-801a-3736-bec6-ba3c2aa0d860	21208991,15928068,20445032	1	3
Brown MR	c8336118-8f91-352e-bda8-adfeb4cff82b	16949303,15728770,17977025,17596416,22781161	0	5
Brown P	f73a94c7-fcfa-3cf6-be49-f8a38c166646	15813950,16730460,23277109	1	3
Brown R	39901630-0163-3ed5-b250-38ef50c56e1e	21616156,22580171	0	2
Brown RD	b17b2bc1-7b8e-35b5-bd65-c2f024057c4b	17950625	0	1
Brown RG	203e05e5-49fd-3e7c-8da8-210f4ce20120	16497521	0	1
Brown S	e0546ebc-9c48-39c6-b78b-fc449692666f	23934416,17652461,23892109,20171727,17027134,21699987,19162389,19587274,20674554	1	9
Brown SD	8989305e-9015-323c-a8d4-47df9ae952a7	22131410	0	1
Brown SM	d6c8e19c-6078-35c8-a377-bcbaebd49c43	16876130	0	1
Brown T	01e2b233-24e3-363d-b9df-336a0a1a63fd	15820629,16476414	0	2
Brown TA	662ffd6a-0d40-3b61-9031-c28ea78f6ee1	23000258	0	1
Brown TI	f31640e0-f81f-38c5-8fdf-5fef94ee4551	22266411,23448868,20505108	0	3
Brown TR	71fdaa0b-1afe-3af3-92bf-cc46949c56c8	18465750	1	1
Brown VJ	2c035f82-9380-31ae-b840-03db68c203f5	21376542	0	1
