First_Name.Middle_Name	Family_Name	Pubmed_Name	Category	Primary.Affiliation	Secondary.Affiliations	Researcher.ID.URL	RID	uuids
Patrick 	Sulem	Sulem P	Molecular Biology & Genetics	deCODE Genet, Iceland				7cebff56-a051-4987-849b-a6aae4a5cd98
Paul 	Tempst	Tempst P	Molecular Biology & Genetics	Mem Sloan Kettering Canc Ctr, USA				77b813a0-e767-4a1e-b1d3-474a5d735332
Craig B	Thompson	Thompson CB	Molecular Biology & Genetics	Mem Sloan Kettering Canc Ctr, USA				1092fa69-0fcf-421c-bd35-1386e1d12796
Gudmar 	Thorleifsson	Thorleifsson G	Molecular Biology & Genetics	deCODE Genet, Iceland				406fe82e-14f8-40ab-b90d-4d28543c1cf7
Unnur 	Thorsteinsdottir	Thorsteinsdottir U	Molecular Biology & Genetics	deCODE Genet, Iceland	University of Iceland, Iceland			9f512bdf-fbec-4b7e-8bb7-0c0d4f8fb928
Jaakko 	Tuomilehto	Tuomilehto J	Molecular Biology & Genetics	Danube University Krems, Austria	King Abdulaziz University, Saudi Arabia			d8fa97be-3c97-4c6a-be78-8088b3eec589
Manuela 	Uda	Uda M	Molecular Biology & Genetics	CNR, Italy	Ist Neurogenet & Neurofarmacol CNR, Italy			2fea66fa-c4d6-4657-8a7c-96d7249dad73
Andre G	Uitterlinden	Uitterlinden AG	Molecular Biology & Genetics	Erasmus MC, Netherlands	Netherlands Genom Initiat, Netherlands			0bcc5314-ff1d-48de-8c00-555dbee1ba36
Cornelia M	Van Duijn	Van Duijin C	Molecular Biology & Genetics	Erasmus University, Netherlands	Nederlands Consortium Healthy Aging, Netherlands			ed37115f-a1a4-4e69-877f-44a66eee3412
Peter M	Visscher	Visscher PM	Molecular Biology & Genetics	The University of Queensland, Australia		http://www.researcherid.com/rid/J-4729-2013	J-4729-2013	ab1f8642-5192-44a2-9fe4-3e43d20b78e1
Benjamin F	Voight	Voight BF	Molecular Biology & Genetics	University of Pennsylvania, USA				c5e64826-bd6a-40f6-a780-fd8f395c9697
G Bragi	Walters	Walters GB	Molecular Biology & Genetics	deCODE Genet, Iceland				69310283-5d27-4ec2-8bf9-1bca45e30c64
Jun 	Wang	Wang J	Molecular Biology & Genetics	BGI (60%), China	University of Copenhagen (15%), Denmark; King Abdulaziz University (15%), Saudi Arabia; The University of Hong Kong (5%), Hong Kong, China; Macau University of Science and Technology (5%), Macau, China	http://www.researcherid.com/rid/A-7261-2013	A-7261-2013	ec3e08a1-1fd0-4205-8180-f46c4eb3a411
Jian 	Wang	Wang J	Molecular Biology & Genetics	BGI Shenzhen, China				3a6d0aa1-6f72-4ad9-9a3c-2a8b75a04eea
Nicholas J	Wareham	Wareham NJ	Molecular Biology & Genetics	Med Res Council, UK				01f3eb30-0ae1-4da3-a89c-b645b04ed18f
Robert H	Waterston	Waterston RH	Molecular Biology & Genetics	University of Washington, USA				5c5d0574-0a09-4626-9ecc-9830b5079a1c
Michael N	Weedon	Weedon MN	Molecular Biology & Genetics	University of Exeter, UK				3b1be1eb-1894-4aaa-931d-6f50a955dc7e
Chia-Lin 	Wei	Wei CL	Molecular Biology & Genetics	Joint Genome Inst, USA				2e34f640-d605-4cca-aded-5d4b5f26d0f9
Robert A	Weinberg	Weinberg RA	Molecular Biology & Genetics	Massachusetts Institute of Technology (MIT), USA	Whitehead Inst Biomed Res, USA			c9e8bea5-a08f-4ada-991a-d43ee5a6ef1a
George M	Weinstock	Weinstock GM	Molecular Biology & Genetics	The Jackson Laboratory for Genomic Medicine, USA				78e157f9-572e-4c02-8dfa-1af8aeea955a
Jonathan S	Weissman	Weissman JS	Molecular Biology & Genetics	University of California, San Francisco, USA				d4ca738a-4161-4dd1-a31d-615cc46da98e
David A	Wheeler	Wheeler DA	Molecular Biology & Genetics	Baylor College of Medicine, USA				7b32c7af-5883-4990-8731-b72257cf1cbc
H-Erich 	Wichmann	Wichmann HE	Molecular Biology & Genetics	German Res Ctr Environm Hlth, Germany	Klinikum Grosshadern, Germany; University of Munich, Germany			d6be76f1-fa62-4430-9aa2-c95195fdaa70
Cisca 	Wijmenga	Wijmenga C	Molecular Biology & Genetics	University of Groningen, Netherlands				043d0552-afa2-4f80-8fc1-78312f1ec508
Cristen J	Willer	Willer CJ	Molecular Biology & Genetics	University of Michigan - Ann Arbor, USA				7a0745f6-b98d-4bc8-b3e1-7a8a34ef5263
James F	Wilson	Wilson JF	Molecular Biology & Genetics	The University of Edinburgh, UK				1a0cc58b-9f1a-4a1c-81ab-14a2d31595cf
Richard K	Wilson	Wilson RK	Molecular Biology & Genetics	Washington University in St. Louis, USA				e0912c9c-5505-46a6-a2b1-4c9d5d816659
Kim C	Worley	Worley KC	Molecular Biology & Genetics	Baylor College of Medicine, USA				181ccf7a-8307-4553-96db-0de79aac15f6
Huanming 	Yang	Yang H	Molecular Biology & Genetics	BGI Shenzhen, China	King Abdulaziz University, Saudi Arabia; James D. Watson Institute of Genome Sciences, China			0f8e8c56-cdd0-428d-8a22-8b736cb35ed1
Shiaw-Pyng 	Yang	Yang SP	Molecular Biology & Genetics	Monsanto Co, USA				e36725d0-065e-4bf1-afaa-3847e147c25c
Richard J	Youle	Youle RJ	Molecular Biology & Genetics	NIH, USA				37348801-8a1d-45ee-846a-9789f1a3869f
Richard A	Young	Young RA	Molecular Biology & Genetics	Massachusetts Institute of Technology (MIT), USA	Whitehead Inst Biomed Res, USA			5519fc0a-e1c9-455c-8852-bcc6f8886af1
Phillip D	Zamore	Zamore PD	Molecular Biology & Genetics	University of Massachusetts Medical School - Worcester, USA		http://www.researcherid.com/rid/A-8941-2013	A-8941-2013	5e3add1b-210f-4a46-8921-c3f7a1b7abea
Yi 	Zhang	Zhang Y	Molecular Biology & Genetics	Harvard University, USA	Harvard Stem Cell Inst, USA; Howard Hughes Med Inst, USA; Boston Childrens Hosp, USA			64c6d185-d06f-4f7f-9e86-8d8d6416c826
Jing Hua	Zhao	Zhao JH	Molecular Biology & Genetics	University of Cambridge, UK				dd2b5081-e2ff-4d55-84bb-dbffeed7d1cf
Michael C	Zody	Zody MC	Molecular Biology & Genetics	Broad Inst Harvard & Massachusetts Inst Technol M, USA				3da4604d-64a4-410f-8bc6-27ae3f6856a5
Arturo 	Alvarez-Buylla	Alvarez-Buylla A	Neuroscience & Behavior	University of California, San Francisco, USA				9452835a-83d2-40e5-9e8b-b643d3b7fe36
Karen H	Ashe	Ashe KH	Neuroscience & Behavior	University of Minnesota, Twin Cities, USA	Minneapolis Veterans Affairs Healthcare System, USA			5e3b507a-16df-4cfd-9dc2-aacbc607a1de
Frederik 	Barkhof	Barkhof F	Neuroscience & Behavior	VU University Amsterdam, Netherlands				ef3b925d-f35b-41d4-9e7f-6c256c9b4da9
Christian F	Beckmann	Beckmann CF	Neuroscience & Behavior	Radboud University Nijmegen, Netherlands	University of Oxford, UK; University of Twente, Netherlands			19a6dad7-6ee9-4855-a688-6ea28e00463f
Timothy E J	Behrens	Behrens TE	Neuroscience & Behavior	University of Oxford, UK	University College London, UK			5ceb227a-4690-4b8a-8b7d-6e8d95a8fc0d
David A	Bennett	Bennett DA	Neuroscience & Behavior	Rush University, USA				fa89a9f2-3962-489f-bcd1-afdd7c1d9204
Eileen H	Bigio	Bigio EH	Neuroscience & Behavior	Northwestern University, USA				295a132e-c2ad-4738-9a77-ef26af3d1ce4
Bharat B	Biswal	Biswal BB	Neuroscience & Behavior	Rutgers, The State University of New Jersey - New Brunswick, USA				98027fd3-5b44-4dc2-9988-f5f946974a36
Bradley F	Boeve	Boeve BF	Neuroscience & Behavior	Mayo Medical School, USA				1a977f46-a4fe-46c4-8fe0-fa3eb382e980
Heiko 	Braak	Braak H	Neuroscience & Behavior	University of Ulm, Germany				129b0d7d-881f-495f-b843-0ca5e6fc863d
David J	Brooks	Brooks DJ	Neuroscience & Behavior	Imperial College London, UK				c12168fc-2f39-406f-b9f1-798f8abd00a7
Randy L	Buckner	Buckner RL	Neuroscience & Behavior	Harvard University, USA	Howard Hughes Med Inst, USA; Massachusetts Gen Hosp, USA			a1439c33-69c5-44f1-92f1-c93d23bcd189
Edward T	Bullmore	Bullmore ET	Neuroscience & Behavior	University of Cambridge, UK	Glaxo Smith Kline, UK, UK	http://www.researcherid.com/rid/C-1706-2012	C-1706-2012	d3ee5a1f-711f-4a45-bf60-5e3c89aeeaba
Ashley I	Bush	Bush AI	Neuroscience & Behavior	University of Melbourne, Australia		http://www.researcherid.com/rid/A-1186-2007	A-1186-2007	5825c35c-8aee-4853-a5d2-150ebf8e9cb9
Gyoergy 	Buzsaki	Buzsaki G	Neuroscience & Behavior	New York University, USA				3ac8a37f-ef7b-492f-861f-1c52d88fa72f
F Xavier	Castellanos	Castellanos FX	Neuroscience & Behavior	Nathan S Kline Inst Psychiat Res, USA	New York University, USA			267f1ecb-d258-4e8b-ae77-5d4988e74aec
Don W	Cleveland	Cleveland DW	Neuroscience & Behavior	University of California, San Diego, USA				af6d1aef-daad-4be3-ad66-14b3ed686518
Jonathan D	Cohen	Cohen JD	Neuroscience & Behavior	Princeton University, USA				511ec02f-cebf-4c19-a631-8623873157af
Maurizio 	Corbetta	Corbetta M	Neuroscience & Behavior	Washington University in St. Louis, USA	University of Chieti, Italy			953a8778-d562-42ca-bc13-eb884c2d341b
Anders M	Dale	Dale AM	Neuroscience & Behavior	University of California, San Diego, USA				b75aea00-f1d5-4fdf-8202-0443a74633f7
Ted M	Dawson	Dawson TM	Neuroscience & Behavior	The Johns Hopkins University, USA				545f7fa4-77f5-4683-b0cc-be84f079b000
Valina L	Dawson	Dawson VL	Neuroscience & Behavior	The Johns Hopkins University, USA				b79aaff4-86ab-4074-904f-3b234353c819
Karl 	Deisseroth	Deisseroth K	Neuroscience & Behavior	Stanford University, USA				b8f502e9-5cfb-42c1-a92c-1f4ad2e2b598
Steven T	Dekosky	Dekosky ST	Neuroscience & Behavior	University of Virginia, USA				6d313ab7-460a-4775-83bc-9d58ca6d9f7d
Dennis W	Dickson	Dickson DW	Neuroscience & Behavior	Mayo Medical School, USA				8a70535b-a279-49cf-8b59-a4a4f7d21e1d
Raymond J	Dolan	Dolan RJ	Neuroscience & Behavior	University College London, UK				54129dc6-f036-4aab-8fa2-c8966cc6a878
Ronald S	Duman	Duman RS	Neuroscience & Behavior	Yale University, USA				0c86ab6e-fa4d-4c8c-a1fe-bb81f7e7be2e
Michael F	Egan	Egan MF	Neuroscience & Behavior	Merck Sharp & Dohme Corp, USA				0dd4f1c1-032f-47a4-a329-3454a69d522a
Alan C	Evans	Evans AC	Neuroscience & Behavior	McGill University, Canada				7463844b-10f1-4982-8424-5ee6a4f9d66c
Barry J	Everitt	Everitt BJ	Neuroscience & Behavior	University of Cambridge, UK				b3a5609f-7178-467a-a27f-c8ea45ed5dfe
Howard H	Feldman	Feldman HH	Neuroscience & Behavior	University of British Columbia, Canada				1730fdf5-3ee4-462b-8d23-523d8937fa00
Bruce 	Fischl	Fischl B	Neuroscience & Behavior	Massachusetts Gen Hosp, USA	Massachusetts Institute of Technology (MIT), USA			ac18e748-0fcc-44db-b10c-184d20cdc9ef
Michael D	Fox	Fox MD	Neuroscience & Behavior	Harvard University, USA				413ec46c-efbd-4f20-9ee3-97a6caf8a9de
Nick C	Fox	Fox NC	Neuroscience & Behavior	University College London, UK		http://www.researcherid.com/rid/B-1319-2009	B-1319-2009	a5e3f445-d544-470a-ba9f-838947e84047
Karl J	Friston	Friston KJ	Neuroscience & Behavior	University College London, UK				50673a58-ecba-48f6-9370-f074d3c1a7bb
John D E	Gabrieli	Gabrieli JD	Neuroscience & Behavior	Massachusetts Institute of Technology (MIT), USA				538026b5-281b-42e0-be15-49f49d6ce29b
Fred H	Gage	Gage FH	Neuroscience & Behavior	Salk Inst Biol Studies, USA				8f5dacd5-e2c6-482e-8a01-153bc90095ab
Jose Manuel	Garcia-Verdugo	Garcia-Verdugo JM	Neuroscience & Behavior	University of Valencia, Spain				19f4bc87-5bf4-40f4-80f1-6aaab4190b54
Jay N	Giedd	Giedd JN	Neuroscience & Behavior	NIMH, USA				fd1642dc-82dd-4c5a-a30d-1299c0b88945
Gary H	Glover	Glover GH	Neuroscience & Behavior	Stanford University, USA				35c66f9c-6d94-4a36-b238-da783d0a556c
Michael E	Greenberg	Greenberg ME	Neuroscience & Behavior	Harvard University, USA				2db276cf-d567-4c66-a42b-c88c6777a860
Michael D	Greicius	Greicius MD	Neuroscience & Behavior	Stanford University, USA				281bfc1c-2ab3-4e83-b62f-41a5bc5c8ade
Doug N	Greve	Greve DN	Neuroscience & Behavior	Harvard University, USA				09f98b99-1e63-4f2d-9fff-c07e022110c5
John 	Hardy	Hardy J	Neuroscience & Behavior	University College London, UK				fe911741-ee35-48ca-8211-131ee15c2806
Ahmad R	Hariri	Hariri AR	Neuroscience & Behavior	Duke University, USA				c3b328e3-2124-4e7c-930b-35ec3df3b4c7
Zhigang 	He	He Z	Neuroscience & Behavior	Children's Hospital Boston, USA	Harvard University, USA			407fd867-80cb-4829-a365-1e19406bb156
Markus 	Heinrichs	Heinrichs M	Neuroscience & Behavior	University of Freiburg, Germany				adec00a3-4bef-499c-bd34-08fdc7799cff
Rene 	Hen	Hen R	Neuroscience & Behavior	Columbia University, USA				4bfdc2d3-b6a8-464d-8449-8dc572f87112
David M	Holtzman	Holtzman DM	Neuroscience & Behavior	Washington University in St. Louis, USA				d2e3ccfb-1419-477b-a995-4feb6b31efb2
Bradley T	Hyman	Hyman BT	Neuroscience & Behavior	Harvard University, USA				87a7b8f6-a2ff-4ff4-92d8-3255a2bf8568
Clifford R	Jack	Jack CR	Neuroscience & Behavior	Mayo Clinic, USA				8508081e-5c8e-47cf-8654-bccac50b5bc3
Mark 	Jenkinson	Jenkinson M	Neuroscience & Behavior	University of Oxford, UK				f49e00d8-05f3-4b2d-8284-104e68ad4455
William E	Klunk	Klunk WE	Neuroscience & Behavior	University of Pittsburgh, USA				8f247c2d-cdb9-462e-ad98-efbee134ce2d
David S	Knopman	Knopman DS	Neuroscience & Behavior	Mayo Medical School, USA				fa51b87e-c0f7-4db2-983a-f702c111456e
Bhaskar S	Kolachana	Kolachana BS	Neuroscience & Behavior	NIMH, USA				2844dc9d-2fc2-4849-9974-f49fb97136b6
Arnold R	Kriegstein	Kriegstein AR	Neuroscience & Behavior	University of California, San Francisco, USA	Eli & Edythe Broad Ctr Regenerat Med & Stem Cell, USA			46d6243e-33cb-441a-8b13-c8b2d370e462
Frank M	LaFerla	LaFerla FM	Neuroscience & Behavior	University of California, Irvine, USA				c2ea5a24-40ae-4a3b-b0e9-4f024bee39cc
Angela R	Laird	Laird AR	Neuroscience & Behavior	Florida International University, USA				b8c2a993-f3f1-48aa-8b7b-0b3131a72341
Anthony E	Lang	Lang AE	Neuroscience & Behavior	University of Toronto, Canada				704e9d1a-29b8-4e77-a7e7-bfe389b23507
Hans 	Lassmann	Lassmann H	Neuroscience & Behavior	Medical University of Vienna, Austria				3d923767-e133-4b6c-b179-98d611e7609e
Joseph E	Ledoux	Ledoux JE	Neuroscience & Behavior	Nathan S Kline Inst Psychiat Res, USA	New York University, USA			0418531a-5ff2-448a-8207-afc11e1f6bb4
Virginia Man-Yee	Lee	Lee VM	Neuroscience & Behavior	University of Pennsylvania, USA				32804738-91bd-439e-b3f6-09548df1cadf
Andrew J	Lees	Lees AJ	Neuroscience & Behavior	University College London, UK				a3383cdb-65fb-4a68-946b-67499121deda
Vanda A	Lennon	Lennon VA	Neuroscience & Behavior	Mayo Medical School, USA				1b987902-63a9-4dd8-a387-01e4c579cc25
David A	Lewis	Lewis DA	Neuroscience & Behavior	University of Pittsburgh, USA				2937db9c-95bd-40e9-b08f-9dd1b5d572d1
Andres M	Lozano	Lozano AM	Neuroscience & Behavior	University of Toronto, Canada				7793cb8b-33a0-4119-bb0c-95b0b3af3d47
Bai 	Lu	Lu B	Neuroscience & Behavior	Tsinghua University, China				be437b5d-837e-43f1-ab62-894a942e58d8
Claudia F	Lucchinetti	Lucchinetti CF	Neuroscience & Behavior	Mayo Medical School, USA				b2d34459-c042-44fa-8551-baed75eae133
Ian R A	Mackenzie	Mackenzie IR	Neuroscience & Behavior	University of British Columbia, Canada	Vancouver Gen Hosp, Canada			e4186257-8133-47b7-86a0-60844b06122b
Nikos 	Makris	Makris N	Neuroscience & Behavior	Harvard University, USA	Massachusetts Gen Hosp, USA			a7c10fee-ccdb-45ff-b007-c3d9a9478293
Robert C	Malenka	Malenka RC	Neuroscience & Behavior	Stanford University, USA				2dd4519c-19ee-4b93-9406-8121aabf0a8c
Roberto 	Malinow	Malinow R	Neuroscience & Behavior	University of California, San Diego, USA				660c41de-9718-4693-945c-dd828545ecc6
Colin L	Masters	Masters CL	Neuroscience & Behavior	University of Melbourne, Australia				563bcb14-2bb2-4e3d-82a1-913a7e2e1313
Chester A	Mathis	Mathis CA	Neuroscience & Behavior	University of Pittsburgh, USA				7a531f21-400b-4cc0-af96-d2f8d02c9121
Venkata S	Mattay	Mattay VS	Neuroscience & Behavior	NIMH, USA				ab1057f0-a727-49aa-a149-94709b0d60f9
Paul M	Matthews	Matthews PM	Neuroscience & Behavior	GlaxoSmithKline Inc, UK	Imperial College London, UK			51503b2e-4077-4767-94e7-3da8c0f6fd1e
Mark P	Mattson	Mattson MP	Neuroscience & Behavior	NIA, USA				69aa5c34-5296-495f-98dd-014f182829da
Bruce S	McEwen	McEwen BS	Neuroscience & Behavior	Rockefeller University, USA				4176ce25-7b1f-44a2-ae15-1bfccb72ddca
Vinod 	Menon	Menon V	Neuroscience & Behavior	Stanford University, USA				9f46461f-432b-411f-ac49-66628cdc8009
Andreas 	Meyer-Lindenberg	Meyer-Lindenberg A	Neuroscience & Behavior	University of Heidelberg, Germany				2903d30a-36c4-4a2c-9fd7-7fa77fd09887
Michael P	Milham	Milham MP	Neuroscience & Behavior	Child Mind Inst, USA	Nathan S Kline Inst Psychiat Res, USA			2bc5f325-5273-4b0f-b547-2b0fd59a0d67
Bruce L	Miller	Miller BL	Neuroscience & Behavior	University of California, San Francisco, USA				ecb92da1-55ea-49a8-a385-6184f44daa12
Mark A	Mintun	Mintun MA	Neuroscience & Behavior	Avid Radiopharmaceuticals, USA	Washington University in St. Louis, USA			34494644-7f5a-41d8-bb57-2af12ff14a23
John C	Morris	Morris JC	Neuroscience & Behavior	Washington University in St. Louis, USA				aab9489a-698c-4b60-9643-c349ddc2d899
Lennart 	Mucke	Mucke L	Neuroscience & Behavior	Gladstone Inst Neurol Dis, USA	University of California, San Francisco, USA			ddb19d73-2dd0-4772-b302-8ee173e1e44c
Maiken 	Nedergaard	Nedergaard M	Neuroscience & Behavior	University of Rochester, USA				b9cde767-4ab8-4012-aa58-5c8aefcd70dd
Eric J	Nestler	Nestler EJ	Neuroscience & Behavior	Icahn School of Medicine at Mount Sinai, USA				106f0583-32d7-4e49-82c7-929cc8ef373e
Thomas E	Nichols	Nichols TE	Neuroscience & Behavior	University of Warwick, UK				32b6b5f3-60e0-47ba-a62a-5ee774a7ba66
Roger A	Nicoll	Nicoll RA	Neuroscience & Behavior	University of California, San Francisco, USA				1a050c44-9fdf-42f1-99d1-39a4c74a44fd
John P	O'Doherty	O'Doherty JP	Neuroscience & Behavior	California Institute of Technology, USA	Trinity College Dublin, Ireland			c20563c7-b12b-46b1-ae64-f6c50d7a8973
Joseph E	Parisi	Parisi JE	Neuroscience & Behavior	Mayo Medical School, USA				97ce2878-d1bd-4e31-bd91-42353b0e74f2
Ronald C	Petersen	Petersen RC	Neuroscience & Behavior	Mayo Medical School, USA				ddb478f2-ee4a-49f2-80b1-5036794334de
Sean J	Pittock	Pittock SJ	Neuroscience & Behavior	Mayo Medical School, USA				6891d0dc-ee5e-4959-ac7d-1fb2428d4c50
Serge 	Przedborski	Przedborski S	Neuroscience & Behavior	Columbia University, USA				d1192689-338d-4fa2-b62c-ec830f0beeba
Gregory J	Quirk	Quirk GJ	Neuroscience & Behavior	University of Puerto Rico, USA				1989800b-0b6a-4139-80d6-e59cda5ff0dd
Rosa 	Rademakers	Rademakers R	Neuroscience & Behavior	Mayo Medical School, USA				9225b3ef-1c08-4903-9112-2fbfc9a52587
Marcus E	Raichle	Raichle ME	Neuroscience & Behavior	Washington University in St. Louis, USA				7a4d51ee-87cd-4bb9-a38e-cd1e3fa3bbc9
Allan L	Reiss	Reiss AL	Neuroscience & Behavior	Stanford University, USA				7e2773f2-a317-4162-bc0e-58085d86e9ac
Giacomo 	Rizzolatti	Rizzolatti G	Neuroscience & Behavior	Italian Inst Technol, Italy	University of Parma, Italy			9b8dbba8-5ffa-4ff8-af3f-7f0983eee49a
Trevor W	Robbins	Robbins TW	Neuroscience & Behavior	University of Cambridge, UK				81bf98c3-e07a-49cc-9c67-a0e2a144b595
Matthew Fs	Rushworth	Rushworth MF	Neuroscience & Behavior	University of Oxford, UK				0a50fc7b-b87f-4a4c-aa2b-3d8efd32c29f
David H	Salat	Salat DH	Neuroscience & Behavior	Massachusetts Gen Hosp, USA	MGH MIT HMS Athinoula A Martinos Ctr Biomed Imagi, USA			83827318-b1a3-48d0-b445-06ff5d0ec2b9
Clifford B	Saper	Saper CB	Neuroscience & Behavior	Beth Israel Deaconess Med Ctr, USA	Harvard University, USA			50c83f46-6bfa-4721-bc3f-1f30b884357d
Julie A	Schneider	Schneider JA	Neuroscience & Behavior	Rush University, USA				424a7ed6-e797-498d-b20a-57542ed83cd4
Wolfram 	Schultz	Schultz W	Neuroscience & Behavior	University of Cambridge, UK				736dd5dc-b013-4a57-a0e1-3687f504b692
Dennis J	Selkoe	Selkoe DJ	Neuroscience & Behavior	Harvard University, USA				2e7ad0c9-f9ec-4bac-b206-e2427503ceae
Morgan 	Sheng	Sheng M	Neuroscience & Behavior	Genentech Inc, USA				9719f954-a858-487c-b908-5ff16a696598
Stephen M	Smith	Smith SM	Neuroscience & Behavior	University of Oxford, UK				377de423-b556-4f6c-ab89-7d31f2e55b53
Abraham Z	Snyder	Snyder AZ	Neuroscience & Behavior	Washington University in St. Louis, USA				94254dea-d4a4-472a-b93d-e582750fbce6
Hongjun 	Song	Song H	Neuroscience & Behavior	The Johns Hopkins University, USA				e730744f-e7d8-401f-8fb3-b676c681cb42
Reisa A	Sperling	Sperling RA	Neuroscience & Behavior	Harvard University, USA	Brigham and Women's Hospital, USA; Massachusetts General Hospital, USA			2f1da422-73da-4b9c-aef3-866b36a3a507
Thomas C	Sudhof	Sudhof T	Neuroscience & Behavior	Stanford University, USA				eef9673f-e95f-4bad-8827-df75be5e0e97
Karel 	Svoboda	Svoboda K	Neuroscience & Behavior	Howard Hughes Med Inst, USA				2633d808-796e-49d0-ae54-13b02a8930bd
J David	Sweatt	Sweatt JD	Neuroscience & Behavior	The University of Alabama at Birmingham, USA				d6cfe33c-e3e2-434b-a083-b7cc76b54fa8
Rudolph E	Tanzi	Tanzi RE	Neuroscience & Behavior	Harvard University, USA				4e2877bf-cb5d-4911-8538-2a8953d8fecc
Paul M	Thompson	Thompson PM	Neuroscience & Behavior	University of California, Los Angeles, USA				c73a8ae8-3bb3-4555-95c2-ac35a1da70ad
Arthur W	Toga	Toga AW	Neuroscience & Behavior	University of California, Los Angeles, USA				02a8748b-f04f-4605-b8eb-f443924628cf
John Q	Trojanowski	Trojanowski JQ	Neuroscience & Behavior	University of Pennsylvania, USA				62ac98db-1968-4911-8e7d-3d73b7befe71
Andre J W	Van Der Kouwe	Van Der Kouwe A	Neuroscience & Behavior	Massachusetts Gen Hosp, USA				e38f2813-213c-429b-900a-7bb0f24d4cac
Justin L	Vincent	Vincent JL	Neuroscience & Behavior	Harvard University, USA				d3800eae-18db-4367-9f1c-1a678ddf4346
Tor D	Wager	Wager TD	Neuroscience & Behavior	University of Colorado at Boulder, USA				92a367e9-32b3-4aa4-8318-1d27cd0c65cd
Dominic M	Walsh	Walsh DM	Neuroscience & Behavior	Brigham & Womens Hosp, USA				a5f9b9a7-2d2b-49c7-9535-9083e26f0b88
Daniel R	Weinberger	Weinberger DR	Neuroscience & Behavior	NIMH, USA				96c8f1dd-f389-481a-9b27-31349e11d7b6
Michael W	Weiner	Weiner MW	Neuroscience & Behavior	University of California, San Francisco, USA				2419a82b-f96e-4b52-94a0-fc984c58802f
Brian G	Weinshenker	Weinshenker BG	Neuroscience & Behavior	Mayo Medical School, USA				970d9cb3-5031-4ff1-9f1a-46074aa27567
Clifford J	Woolf	Woolf CJ	Neuroscience & Behavior	Harvard University, USA				8cb6efe1-d5af-4862-ad1c-24247d220c74
Mark W	Woolrich	Woolrich MW	Neuroscience & Behavior	University of Oxford, UK	Warneford Hosp, UK			80109eb1-ae02-4d36-8c19-94d5a1ca83ae
Feng 	Zhang	Zhang F	Neuroscience & Behavior	Broad Inst Massachusetts Inst Technol MIT & Harva, USA	McGovern Inst Brain Res, USA; Massachusetts Institute of Technology (MIT), USA			0f45028e-258f-427c-96a6-687e92157bbe
Berislav V	Zlokovic	Zlokovic BV	Neuroscience & Behavior	University of Southern California, USA				3e69b56a-75ca-4b4e-8a74-6d5a1a1a4b5a
Bharat B	Aggarwal	Aggarwal BB	Pharmacology & Toxicology	The University of Texas M. D. Anderson Cancer Center, USA				d4835545-6dfe-4ccf-9c30-1ed5eeb61c1b
Mansoor M	Amiji	Amiji MM	Pharmacology & Toxicology	Northeastern University, USA	King Abdulaziz University, Saudi Arabia			1118ed18-520c-425a-9635-ac61df3da5b6
You Han	Bae	Bae YH	Pharmacology & Toxicology	University of Utah, USA				1d2cf539-121a-45d9-9508-69238d85de9c
Thomas A	Baillie	Baillie TA	Pharmacology & Toxicology	University of Washington, USA				b4a4c6e3-9594-4bcd-a2a9-ad6afd4722ab
Elena V	Batrakova	Batrakova EV	Pharmacology & Toxicology	University of North Carolina at Chapel Hill, USA				8c110271-9eb4-4bce-a0fe-640513b9f97b
Leslie Z	Benet	Benet LZ	Pharmacology & Toxicology	University of California, San Francisco, USA				0c7a1d4f-405c-4f4d-afe9-f01c057b902d
Tom I	Bonner	Bonner TI	Pharmacology & Toxicology	NIMH, USA				e9ddd05e-55d1-48ce-b462-821b08402f41
Michel 	Bouvier	Bouvier M	Pharmacology & Toxicology	University of Montreal, Canada		http://www.researcherid.com/rid/H-2758-2014	H-2758-2014	ec230201-695a-4964-9ae6-65e5874cbf24
Geoffrey 	Burnstock	Burnstock G	Pharmacology & Toxicology	University College London, UK				585bd68d-b232-4ab5-8a15-2acd245d7935
John L	Butenhoff	Butenhoff JL	Pharmacology & Toxicology	3M Co, USA				3bdd83b1-e113-4f30-a614-2e8f6e2c963d
Angela F	Casini	Casini A	Pharmacology & Toxicology	University of Groningen, Netherlands				f159b5b7-0769-47e7-9ecf-99ff523bf226
William A	Catterall	Catterall WA	Pharmacology & Toxicology	University of Washington, USA				8818ddb1-b785-431a-9710-5a8e0c971474
Zhifang 	Chai	Chai Z	Pharmacology & Toxicology	Chinese Academy of Sciences, China				adb87f6f-1b1e-4428-98b5-af7a0fccd803
Pierre 	Chambon	Chambon P	Pharmacology & Toxicology	University of Strasbourg, France				fee88ef3-691b-4f94-87ea-ef45644ab144
K George	Chandy	Chandy KG	Pharmacology & Toxicology	University of California, Irvine, USA				0a253e43-311b-4436-ac8a-32125cb7cc64
Chunying 	Chen	Chen C	Pharmacology & Toxicology	Chinese Academy of Sciences, China				ceb8f4a4-3942-44c6-8f9e-65e803380112
Arthur 	Christopoulos	Christopoulos A	Pharmacology & Toxicology	Monash University, Australia		http://www.researcherid.com/rid/B-6207-2013	B-6207-2013	43843d33-ceff-4515-b808-4bafe97b8d91
Jerold 	Chun	Chun J	Pharmacology & Toxicology	Scripps Res Inst, USA				8377b035-fa39-4c6c-a7b4-b6da6f44b313
